"species","latitude","longitude","date_obs","source"
"Impatiens glandulifera",47.19833,9.37584,2025-05-26,"gbif"
"Impatiens glandulifera",47.41482,8.11191,2025-05-09,"gbif"
"Impatiens glandulifera",47.41699,8.11916,2025-05-21,"gbif"
"Impatiens glandulifera",47.44621,9.39925,2025-05-15,"gbif"
"Impatiens glandulifera",47.26226,9.12049,2025-05-20,"gbif"
"Impatiens glandulifera",47.26911,9.11072,2025-05-27,"gbif"
"Impatiens glandulifera",47.45853,9.16698,2025-05-20,"gbif"
"Impatiens glandulifera",47.31314,9.07886,2025-05-27,"gbif"
"Impatiens glandulifera",47.30704,9.08526,2025-05-26,"gbif"
"Impatiens glandulifera",47.46041,9.17638,2025-05-20,"gbif"
"Impatiens glandulifera",47.19559,9.37463,2025-05-26,"gbif"
"Impatiens glandulifera",47.45841,9.16756,2025-05-20,"gbif"
"Impatiens glandulifera",47.39959,9.23479,2025-05-13,"gbif"
"Impatiens glandulifera",47.4655,9.4042,2025-05-13,"gbif"
"Impatiens glandulifera",47.32811,9.08229,2025-05-28,"gbif"
"Impatiens glandulifera",47.46949,9.40705,2025-05-14,"gbif"
"Impatiens glandulifera",47.45818,9.16982,2025-05-20,"gbif"
"Impatiens glandulifera",47.27058,9.10971,2025-05-27,"gbif"
"Impatiens glandulifera",47.42031,8.12598,2025-05-21,"gbif"
"Impatiens glandulifera",47.31713,9.08476,2025-05-28,"gbif"
"Impatiens glandulifera",47.37553,9.12464,2025-05-20,"gbif"
"Impatiens glandulifera",47.45831,9.17061,2025-05-20,"gbif"
"Impatiens glandulifera",47.41545,8.11704,2025-05-21,"gbif"
"Impatiens glandulifera",47.18965,9.47577,2025-05-20,"gbif"
"Impatiens glandulifera",46.74214,8.99499,2025-05-01,"gbif"
"Impatiens glandulifera",47.31233,9.08017,2025-05-26,"gbif"
"Impatiens glandulifera",47.41902,8.12733,2025-05-21,"gbif"
"Impatiens glandulifera",47.41881,8.1255,2025-05-21,"gbif"
"Impatiens glandulifera",47.41303,8.1143,2025-05-21,"gbif"
"Impatiens glandulifera",47.31717,9.08362,2025-05-28,"gbif"
"Impatiens glandulifera",47.37597,9.12483,2025-05-20,"gbif"
"Impatiens glandulifera",47.21924,8.9701,2025-05-14,"gbif"
"Impatiens glandulifera",47.32601,9.08416,2025-05-28,"gbif"
"Impatiens glandulifera",47.1984,9.37584,2025-05-26,"gbif"
"Impatiens glandulifera",47.31955,9.08617,2025-05-28,"gbif"
"Impatiens glandulifera",47.44341,9.39764,2025-05-13,"gbif"
"Impatiens glandulifera",47.4829,9.4216,2025-05-16,"gbif"
"Impatiens glandulifera",47.46077,9.17682,2025-05-20,"gbif"
"Impatiens glandulifera",47.26489,9.11837,2025-05-20,"gbif"
"Impatiens glandulifera",47.26548,9.11787,2025-05-20,"gbif"
"Impatiens glandulifera",47.41565,8.1211,2025-05-21,"gbif"
"Impatiens glandulifera",47.46118,9.17754,2025-05-20,"gbif"
"Impatiens glandulifera",47.38163,9.52688,2025-05-19,"gbif"
"Impatiens glandulifera",47.47653,9.41174,2025-05-16,"gbif"
"Impatiens glandulifera",47.29583,9.09021,2025-05-27,"gbif"
"Impatiens glandulifera",47.19839,9.37595,2025-05-26,"gbif"
"Impatiens glandulifera",47.41852,8.12028,2025-05-21,"gbif"
"Impatiens glandulifera",47.12076,9.10001,2025-05-07,"gbif"
"Impatiens glandulifera",47.46583,9.40408,2025-05-13,"gbif"
"Impatiens glandulifera",47.32572,9.08406,2025-05-28,"gbif"
"Impatiens glandulifera",47.31751,9.0858,2025-05-28,"gbif"
"Impatiens glandulifera",47.38204,9.52562,2025-05-19,"gbif"
"Impatiens glandulifera",47.42527,8.11392,2025-05-21,"gbif"
"Impatiens glandulifera",47.45993,9.15911,2025-05-19,"gbif"
"Impatiens glandulifera",47.48509,9.43002,2025-05-06,"gbif"
"Impatiens glandulifera",47.46179,9.17863,2025-05-20,"gbif"
"Impatiens glandulifera",47.41767,8.12175,2025-05-21,"gbif"
"Impatiens glandulifera",47.26648,9.11331,2025-05-27,"gbif"
"Impatiens glandulifera",47.42035,8.12311,2025-05-21,"gbif"
"Impatiens glandulifera",47.41953,8.1277,2025-05-21,"gbif"
"Impatiens glandulifera",46.7126,7.72382,2025-05-19,"gbif"
"Impatiens glandulifera",47.38204,9.52602,2025-05-19,"gbif"
"Impatiens glandulifera",47.31713,9.08423,2025-05-28,"gbif"
"Impatiens glandulifera",47.31709,9.08535,2025-05-28,"gbif"
"Impatiens glandulifera",47.37473,9.12428,2025-05-20,"gbif"
"Impatiens glandulifera",47.41603,8.11769,2025-05-21,"gbif"
"Impatiens glandulifera",47.591856,8.761288,2025-06-08,"gbif"
"Impatiens glandulifera",47.578835,8.886045,2025-06-17,"gbif"
"Impatiens glandulifera",47.579033,8.887217,2025-06-17,"gbif"
"Impatiens glandulifera",46.155953,8.875147,2025-06-18,"gbif"
"Impatiens glandulifera",46.166564,8.872022,2025-06-10,"gbif"
"Impatiens glandulifera",47.716803,8.6775,2025-06-21,"gbif"
"Impatiens glandulifera",46.166214,8.95067,2025-06-17,"gbif"
"Impatiens glandulifera",47.3340006304,8.5916173251,2025-09-20,"inat"
"Impatiens glandulifera",47.5340484272,8.009461249,2025-09-27,"inat"
"Impatiens glandulifera",47.559363981,8.0573192078,2024-04-23,"inat"
"Impatiens glandulifera",46.3374535789,8.8034227118,2025-08-31,"inat"
"Impatiens glandulifera",47.5806716667,8.8794716667,2025-10-19,"inat"
"Impatiens glandulifera",46.7645388889,6.7230805556,2025-10-05,"inat"
"Impatiens glandulifera",46.7628277778,6.7232472222,2025-10-05,"inat"
"Impatiens glandulifera",46.3336796119,8.8047964299,2025-10-02,"inat"
"Impatiens glandulifera",46.2817072669,8.7931365185,2025-09-07,"inat"
"Impatiens glandulifera",47.3481487997,8.3066844997,2025-09-27,"inat"
"Impatiens glandulifera",46.7820507847,9.2488198634,2025-09-25,"inat"
"Impatiens glandulifera",47.5797280556,8.8959863889,2025-09-03,"inat"
"Impatiens glandulifera",46.8059571041,7.2684545908,2025-08-22,"inat"
"Impatiens glandulifera",46.1658666667,8.8695216667,2025-09-13,"inat"
"Impatiens glandulifera",46.1662221667,8.87093,2025-09-13,"inat"
"Impatiens glandulifera",46.5999298096,7.9160070419,2025-09-22,"inat"
"Impatiens glandulifera",47.52460295,9.28386901,2025-09-19,"inat"
"Impatiens glandulifera",46.7230083333,6.7223866667,2025-09-19,"inat"
"Impatiens glandulifera",47.458175,9.1663861667,2025-09-16,"inat"
"Impatiens glandulifera",47.5308874067,7.7885966217,2025-09-14,"inat"
"Impatiens glandulifera",47.3636550903,7.1547684669,2025-09-14,"inat"
"Impatiens glandulifera",46.939357901,7.4067320209,2025-09-11,"inat"
"Impatiens glandulifera",46.9392952044,7.4066033587,2025-09-11,"inat"
"Impatiens glandulifera",46.1577805,8.8699866667,2025-09-04,"inat"
"Impatiens glandulifera",46.2796804703,8.8050072268,2025-09-06,"inat"
"Impatiens glandulifera",47.4166723112,7.5657134392,2025-09-05,"inat"
"Impatiens glandulifera",46.3459682105,8.7904280064,2025-08-31,"inat"
"Impatiens glandulifera",47.5376510611,7.714414098,2025-09-03,"inat"
"Impatiens glandulifera",46.7432194444,7.23335,2025-09-03,"inat"
"Impatiens glandulifera",47.5799216667,8.8825866667,2025-09-03,"inat"
"Impatiens glandulifera",46.7818583518,9.2531851087,2025-09-03,"inat"
"Impatiens glandulifera",47.4192816667,7.5747933333,2025-08-31,"inat"
"Impatiens glandulifera",47.2249907466,8.8898457412,2025-08-31,"inat"
"Impatiens glandulifera",46.8065735853,9.2732475809,2025-08-22,"inat"
"Impatiens glandulifera",47.51965,9.20648,2025-08-27,"inat"
"Impatiens glandulifera",47.4890690823,9.2288725229,2025-08-26,"inat"
"Impatiens glandulifera",46.6078940382,7.923903577,2025-08-24,"inat"
"Impatiens glandulifera",47.1061778333,9.253845,2025-08-17,"inat"
"Impatiens glandulifera",47.5173236523,9.2098683212,2025-08-20,"inat"
"Impatiens glandulifera",47.4959958931,9.2330506165,2025-08-20,"inat"
"Impatiens glandulifera",47.3877278681,7.5135097573,2025-08-20,"inat"
"Impatiens glandulifera",47.382852015,7.5988053652,2025-08-17,"inat"
"Impatiens glandulifera",47.4601015382,9.1588816881,2025-08-17,"inat"
"Impatiens glandulifera",46.2599916667,8.835605,2025-08-12,"inat"
"Impatiens glandulifera",46.8058070395,9.3234118447,2025-08-14,"inat"
"Impatiens glandulifera",46.9962427635,9.1200259846,2025-08-14,"inat"
"Impatiens glandulifera",47.5376510611,7.714414098,2025-08-13,"inat"
"Impatiens glandulifera",47.5845915685,8.9141086768,2025-08-13,"inat"
"Impatiens glandulifera",46.1663945,8.8714533333,2025-08-10,"inat"
"Impatiens glandulifera",46.1651028333,8.8719383333,2025-08-10,"inat"
"Impatiens glandulifera",46.1513528333,8.8655833333,2025-08-06,"inat"
"Impatiens glandulifera",47.4906739561,9.2298395199,2025-08-06,"inat"
"Impatiens glandulifera",47.3933996976,8.0263170227,2025-08-03,"inat"
"Impatiens glandulifera",47.4427056997,8.1673024997,2025-08-01,"inat"
"Impatiens glandulifera",47.5743443123,9.0406285648,2025-08-04,"inat"
"Impatiens glandulifera",47.66489989,8.58351235,2025-08-04,"inat"
"Impatiens glandulifera",47.573605217,9.0476882281,2025-08-04,"inat"
"Impatiens glandulifera",47.5402407814,7.7957489714,2025-07-28,"inat"
"Impatiens glandulifera",47.2271153103,8.9137782052,2025-07-26,"inat"
"Impatiens glandulifera",47.58068,8.90223,2021-09-06,"inat"
"Impatiens glandulifera",46.6078548702,7.9237396814,2025-07-25,"inat"
"Impatiens glandulifera",47.438607679,8.1663618609,2025-07-24,"inat"
"Impatiens glandulifera",46.7733921,9.1432389,2025-07-18,"inat"
"Impatiens glandulifera",47.4496137929,7.5801184165,2025-07-17,"inat"
"Impatiens glandulifera",46.5484008789,6.8280572891,2025-07-13,"inat"
"Impatiens glandulifera",46.1710886001,8.7465249131,2025-07-12,"inat"
"Impatiens glandulifera",47.25869,9.122771,2025-07-10,"inat"
"Impatiens glandulifera",47.5376510611,7.714414098,2025-07-06,"inat"
"Impatiens glandulifera",47.5958653483,8.7238876367,2025-07-05,"inat"
"Impatiens glandulifera",46.186275,6.1527833333,2025-07-01,"inat"
"Impatiens glandulifera",46.1668916667,8.8716583333,2025-06-27,"inat"
"Impatiens glandulifera",47.580083,8.882472,2025-06-28,"inat"
"Impatiens glandulifera",47.58001,8.881018,2025-06-28,"inat"
"Impatiens glandulifera",46.16707,8.8718416667,2025-06-23,"inat"
"Impatiens glandulifera",46.4093383333,8.98237,2025-06-26,"inat"
"Impatiens glandulifera",46.1662138333,8.95067,2025-06-17,"inat"
"Impatiens glandulifera",46.1559528333,8.8751466667,2025-06-18,"inat"
"Impatiens glandulifera",47.7168027778,8.6775,2025-06-21,"inat"
"Impatiens glandulifera",46.4050366667,8.1317333333,2020-10-28,"inat"
"Impatiens glandulifera",47.580020065,8.8966674167,2025-06-17,"inat"
"Impatiens glandulifera",47.5790332917,8.8872165133,2025-06-17,"inat"
"Impatiens glandulifera",47.5788353383,8.8860450167,2025-06-17,"inat"
"Impatiens glandulifera",46.1665638333,8.8720216667,2025-06-10,"inat"
"Impatiens glandulifera",47.5918564567,8.7612884217,2025-06-08,"inat"
"Impatiens glandulifera",46.1669216667,8.8709416667,2025-05-23,"inat"
"Impatiens glandulifera",47.5961567717,8.6539226467,2025-05-24,"inat"
"Impatiens glandulifera",47.599075,8.656707,2025-05-24,"inat"
"Impatiens glandulifera",47.5935451637,8.5888734922,2025-05-24,"inat"
"Impatiens glandulifera",47.580871,8.878474,2025-05-14,"inat"
"Impatiens glandulifera",47.579893,8.871956,2025-05-14,"inat"
"Impatiens glandulifera",47.5789966971,8.8869558321,2025-05-12,"inat"
"Impatiens glandulifera",46.1667966667,8.8710966667,2025-05-09,"inat"
"Impatiens noli-tangere",47.15324,7.66938,2025-04-18,"gbif"
"Impatiens noli-tangere",47.33165,8.06705,2025-04-14,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2025-04-28,"gbif"
"Impatiens noli-tangere",47.15324,7.66938,2025-04-20,"gbif"
"Impatiens noli-tangere",46.32423,9.54888,2025-04-25,"gbif"
"Impatiens noli-tangere",46.65625,6.68742,2025-05-02,"gbif"
"Impatiens noli-tangere",47.41609,8.73064,2025-05-28,"gbif"
"Impatiens noli-tangere",46.73451,9.23775,2025-05-31,"gbif"
"Impatiens noli-tangere",47.28759,7.00901,2025-05-31,"gbif"
"Impatiens noli-tangere",47.1529,7.80124,2025-05-02,"gbif"
"Impatiens noli-tangere",47.24133,8.13203,2025-05-20,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2025-05-30,"gbif"
"Impatiens noli-tangere",46.97251,7.93144,2025-05-30,"gbif"
"Impatiens noli-tangere",47.15324,7.20788,2025-05-19,"gbif"
"Impatiens noli-tangere",47.3254,8.7946,2025-05-14,"gbif"
"Impatiens noli-tangere",47.15324,7.66938,2025-05-09,"gbif"
"Impatiens noli-tangere",47.06246,7.93226,2025-05-16,"gbif"
"Impatiens noli-tangere",46.70367,7.53671,2025-05-27,"gbif"
"Impatiens noli-tangere",47.23944,8.39616,2025-05-09,"gbif"
"Impatiens noli-tangere",47.19447,8.39536,2025-05-14,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2025-05-13,"gbif"
"Impatiens noli-tangere",47.621832,8.880457,2025-06-12,"gbif"
"Impatiens noli-tangere",47.24304,7.73581,2025-06-01,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2025-06-14,"gbif"
"Impatiens noli-tangere",47.31687,9.3897,2025-06-19,"gbif"
"Impatiens noli-tangere",47.01512,8.3264,2025-06-14,"gbif"
"Impatiens noli-tangere",47.24092,8.19807,2025-06-14,"gbif"
"Impatiens noli-tangere",47.01512,8.3264,2025-06-15,"gbif"
"Impatiens noli-tangere",46.95369,9.57362,2025-06-06,"gbif"
"Impatiens noli-tangere",47.06145,8.12971,2025-06-01,"gbif"
"Impatiens noli-tangere",47.28827,7.27339,2025-06-06,"gbif"
"Impatiens noli-tangere",47.15324,7.66938,2025-06-10,"gbif"
"Impatiens noli-tangere",46.33179,9.09452,2025-06-19,"gbif"
"Impatiens noli-tangere",47.01561,8.26064,2025-06-15,"gbif"
"Impatiens noli-tangere",47.19708,7.99949,2025-06-03,"gbif"
"Impatiens noli-tangere",46.61337,7.14492,2025-06-25,"gbif"
"Impatiens noli-tangere",46.61207,8.0587,2025-06-24,"gbif"
"Impatiens noli-tangere",46.74831,7.73309,2025-06-30,"gbif"
"Impatiens noli-tangere",46.65625,6.68742,2025-06-24,"gbif"
"Impatiens noli-tangere",46.19688,9.09042,2025-06-20,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2025-06-25,"gbif"
"Impatiens noli-tangere",47.42319,7.60428,2025-06-22,"gbif"
"Impatiens noli-tangere",46.9278,7.86537,2025-06-27,"gbif"
"Impatiens noli-tangere",47.01843,7.60304,2025-06-28,"gbif"
"Impatiens noli-tangere",47.19738,7.93351,2025-06-27,"gbif"
"Impatiens noli-tangere",47.28543,8.26479,2025-06-21,"gbif"
"Impatiens noli-tangere",47.37537,8.26619,2025-06-29,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2025-06-22,"gbif"
"Impatiens noli-tangere",47.10453,8.39375,2025-06-17,"gbif"
"Impatiens noli-tangere",47.361269,8.478184,2025-07-04,"gbif"
"Impatiens noli-tangere",47.438451,8.377998,2025-07-06,"gbif"
"Impatiens noli-tangere",47.000356,6.881834,2025-07-15,"gbif"
"Impatiens noli-tangere",47.041166,8.255831,2025-07-16,"gbif"
"Impatiens noli-tangere",46.612446,6.701705,2025-07-22,"gbif"
"Impatiens noli-tangere",46.96845,8.52275,2025-07-17,"gbif"
"Impatiens noli-tangere",47.37317,8.53098,2025-07-30,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2025-07-31,"gbif"
"Impatiens noli-tangere",46.28682,9.09315,2025-07-04,"gbif"
"Impatiens noli-tangere",46.61127,6.68805,2025-07-22,"gbif"
"Impatiens noli-tangere",47.09524,9.184,2025-07-12,"gbif"
"Impatiens noli-tangere",47.24304,7.73581,2025-07-30,"gbif"
"Impatiens noli-tangere",46.06291,9.02174,2025-07-26,"gbif"
"Impatiens noli-tangere",47.45174,9.39464,2025-07-03,"gbif"
"Impatiens noli-tangere",47.28816,7.20729,2025-07-12,"gbif"
"Impatiens noli-tangere",47.55239,8.60109,2025-07-13,"gbif"
"Impatiens noli-tangere",46.65851,7.66727,2025-07-29,"gbif"
"Impatiens noli-tangere",46.8386,7.34032,2025-07-16,"gbif"
"Impatiens noli-tangere",46.29255,8.63906,2025-07-13,"gbif"
"Impatiens noli-tangere",47.22695,9.38641,2025-07-28,"gbif"
"Impatiens noli-tangere",46.74576,8.25653,2025-07-08,"gbif"
"Impatiens noli-tangere",47.45493,9.1958,2025-07-08,"gbif"
"Impatiens noli-tangere",47.15177,8.06494,2025-07-30,"gbif"
"Impatiens noli-tangere",47.15324,7.66938,2025-07-19,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2025-07-08,"gbif"
"Impatiens noli-tangere",46.79344,7.66784,2025-07-18,"gbif"
"Impatiens noli-tangere",46.973,7.80002,2025-07-29,"gbif"
"Impatiens noli-tangere",47.37795,7.73656,2025-07-22,"gbif"
"Impatiens noli-tangere",46.74662,8.12567,2025-07-23,"gbif"
"Impatiens noli-tangere",46.24535,8.83253,2025-07-25,"gbif"
"Impatiens noli-tangere",47.59175,9.06735,2025-07-20,"gbif"
"Impatiens noli-tangere",47.45866,8.93063,2025-07-06,"gbif"
"Impatiens noli-tangere",46.24888,8.50842,2025-07-08,"gbif"
"Impatiens noli-tangere",47.37727,7.93517,2025-07-23,"gbif"
"Impatiens noli-tangere",47.01278,8.58941,2025-07-31,"gbif"
"Impatiens noli-tangere",46.92837,7.66842,2025-07-04,"gbif"
"Impatiens noli-tangere",47.10845,7.53744,2025-07-31,"gbif"
"Impatiens noli-tangere",46.70367,7.53671,2025-07-27,"gbif"
"Impatiens noli-tangere",46.65869,7.53662,2025-07-10,"gbif"
"Impatiens noli-tangere",47.06058,8.26133,2025-07-16,"gbif"
"Impatiens noli-tangere",46.92803,7.79972,2025-07-12,"gbif"
"Impatiens noli-tangere",47.09717,9.05231,2025-07-13,"gbif"
"Impatiens noli-tangere",47.01605,6.68238,2025-07-31,"gbif"
"Impatiens noli-tangere",47.15335,7.60345,2025-07-06,"gbif"
"Impatiens noli-tangere",47.15211,7.99902,2025-07-27,"gbif"
"Impatiens noli-tangere",47.32688,8.66233,2025-07-28,"gbif"
"Impatiens noli-tangere",46.78147,9.10834,2025-07-23,"gbif"
"Impatiens noli-tangere",46.79344,7.66784,2025-07-22,"gbif"
"Impatiens noli-tangere",47.41533,8.79689,2025-07-13,"gbif"
"Impatiens noli-tangere",47.59267,9.00089,2025-07-12,"gbif"
"Impatiens noli-tangere",47.23206,9.05638,2025-07-05,"gbif"
"Impatiens noli-tangere",46.78049,9.1738,2025-07-05,"gbif"
"Impatiens noli-tangere",47.14213,9.05366,2025-07-19,"gbif"
"Impatiens noli-tangere",47.310929,8.649874,2025-07-27,"gbif"
"Impatiens noli-tangere",47.249797,9.459813,2025-07-06,"gbif"
"Impatiens noli-tangere",46.595307,7.707764,2025-07-21,"gbif"
"Impatiens noli-tangere",47.371908,8.417115,2025-08-17,"gbif"
"Impatiens noli-tangere",47.314247,8.48652,2025-08-22,"gbif"
"Impatiens noli-tangere",46.686813,9.411934,2025-08-11,"gbif"
"Impatiens noli-tangere",47.076797,8.936466,2025-08-17,"gbif"
"Impatiens noli-tangere",47.51267,7.80369,2025-08-07,"gbif"
"Impatiens noli-tangere",47.27881,8.92561,2025-08-17,"gbif"
"Impatiens noli-tangere",46.87787,8.58652,2025-08-07,"gbif"
"Impatiens noli-tangere",47.06273,7.86645,2025-08-14,"gbif"
"Impatiens noli-tangere",47.15343,7.53752,2025-08-01,"gbif"
"Impatiens noli-tangere",46.61082,6.62279,2025-08-02,"gbif"
"Impatiens noli-tangere",46.77843,9.30471,2025-08-14,"gbif"
"Impatiens noli-tangere",47.0121,8.65515,2025-08-02,"gbif"
"Impatiens noli-tangere",46.65862,7.27533,2025-08-18,"gbif"
"Impatiens noli-tangere",47.42251,7.86933,2025-08-05,"gbif"
"Impatiens noli-tangere",47.05707,8.65617,2025-08-04,"gbif"
"Impatiens noli-tangere",46.19592,9.15518,2025-08-07,"gbif"
"Impatiens noli-tangere",46.65581,8.25517,2025-08-15,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2025-08-16,"gbif"
"Impatiens noli-tangere",46.52342,7.73187,2025-08-11,"gbif"
"Impatiens noli-tangere",46.19592,9.15518,2025-08-17,"gbif"
"Impatiens noli-tangere",47.06295,7.80063,2025-08-14,"gbif"
"Impatiens noli-tangere",46.47242,6.23424,2025-08-04,"gbif"
"Impatiens noli-tangere",47.364089,8.476688,2025-08-31,"gbif"
"Impatiens noli-tangere",47.522934,7.531398,2025-08-22,"gbif"
"Impatiens noli-tangere",47.29187,8.672388,2025-08-26,"gbif"
"Impatiens noli-tangere",46.74831,7.73309,2025-08-24,"gbif"
"Impatiens noli-tangere",47.28827,7.27339,2025-08-30,"gbif"
"Impatiens noli-tangere",47.10204,8.6572,2025-08-25,"gbif"
"Impatiens noli-tangere",47.18415,9.25288,2025-08-24,"gbif"
"Impatiens noli-tangere",46.61319,7.07965,2025-08-29,"gbif"
"Impatiens noli-tangere",47.37753,7.86897,2025-08-26,"gbif"
"Impatiens noli-tangere",46.79344,7.66784,2025-08-26,"gbif"
"Impatiens noli-tangere",46.74831,7.73309,2025-08-31,"gbif"
"Impatiens noli-tangere",46.96133,9.11393,2025-08-24,"gbif"
"Impatiens noli-tangere",46.92822,7.73407,2025-08-24,"gbif"
"Impatiens noli-tangere",47.51153,8.06918,2025-08-12,"gbif"
"Impatiens noli-tangere",47.10453,8.39375,2025-08-29,"gbif"
"Impatiens noli-tangere",47.51267,7.80369,2025-08-25,"gbif"
"Impatiens noli-tangere",46.29385,8.5093,2025-08-22,"gbif"
"Impatiens noli-tangere",47.51073,8.20192,2025-08-14,"gbif"
"Impatiens noli-tangere",47.06246,7.93226,2025-08-18,"gbif"
"Impatiens noli-tangere",47.46789,7.14019,2025-08-25,"gbif"
"Impatiens noli-tangere",47.031082,8.310728,2025-09-13,"gbif"
"Impatiens noli-tangere",47.031096,8.3112,2025-09-13,"gbif"
"Impatiens noli-tangere",46.778716,7.172678,2025-09-13,"gbif"
"Impatiens noli-tangere",47.40786,8.964931,2025-09-07,"gbif"
"Impatiens noli-tangere",47.465033,9.167392,2025-09-06,"gbif"
"Impatiens noli-tangere",47.2249,8.577975,2025-09-17,"gbif"
"Impatiens noli-tangere",47.030455,8.311425,2025-09-15,"gbif"
"Impatiens noli-tangere",47.14769,8.59231,2025-09-18,"gbif"
"Impatiens noli-tangere",46.90621,9.70304,2025-09-04,"gbif"
"Impatiens noli-tangere",47.06058,8.26133,2025-09-07,"gbif"
"Impatiens noli-tangere",47.46789,7.14019,2025-09-28,"gbif"
"Impatiens noli-tangere",47.18415,9.25288,2025-09-14,"gbif"
"Impatiens noli-tangere",46.6127,6.94912,2025-09-12,"gbif"
"Impatiens noli-tangere",47.09623,9.11815,2025-09-29,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2025-09-07,"gbif"
"Impatiens noli-tangere",47.14629,8.72413,2025-09-13,"gbif"
"Impatiens noli-tangere",47.4208,8.20063,2025-09-08,"gbif"
"Impatiens noli-tangere",47.09717,9.05231,2025-09-21,"gbif"
"Impatiens noli-tangere",47.37583,8.19999,2025-09-02,"gbif"
"Impatiens noli-tangere",46.20891,7.34147,2025-09-02,"gbif"
"Impatiens noli-tangere",47.09423,9.24984,2025-09-19,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2025-09-02,"gbif"
"Impatiens noli-tangere",47.01512,8.3264,2025-09-08,"gbif"
"Impatiens noli-tangere",46.70164,6.75217,2025-09-06,"gbif"
"Impatiens noli-tangere",46.61127,6.68805,2025-09-02,"gbif"
"Impatiens noli-tangere",47.06273,7.86645,2025-09-13,"gbif"
"Impatiens noli-tangere",47.10714,7.99855,2025-09-07,"gbif"
"Impatiens noli-tangere",47.46789,7.14019,2025-09-17,"gbif"
"Impatiens noli-tangere",47.51313,7.60456,2025-09-08,"gbif"
"Impatiens noli-tangere",46.70315,7.79822,2025-09-24,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2025-09-03,"gbif"
"Impatiens noli-tangere",47.5581,7.6047,2025-09-27,"gbif"
"Impatiens noli-tangere",46.92848,7.2745,2025-09-17,"gbif"
"Impatiens noli-tangere",47.15324,7.66938,2025-09-23,"gbif"
"Impatiens noli-tangere",47.030806,8.311855,2025-10-04,"gbif"
"Impatiens noli-tangere",47.344563,8.476483,2025-10-02,"gbif"
"Impatiens noli-tangere",47.06216,7.99808,2025-10-28,"gbif"
"Impatiens noli-tangere",47.0522,9.05096,2025-10-16,"gbif"
"Impatiens noli-tangere",46.74831,7.73309,2025-10-03,"gbif"
"Impatiens noli-tangere",47.27078,9.45411,2025-10-12,"gbif"
"Impatiens noli-tangere",47.01854,7.40575,2024-01-01,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-04-25,"gbif"
"Impatiens noli-tangere",47.37583,8.19999,2024-04-16,"gbif"
"Impatiens noli-tangere",46.61127,6.68805,2024-04-29,"gbif"
"Impatiens noli-tangere",46.28585,9.15802,2024-04-18,"gbif"
"Impatiens noli-tangere",47.23888,8.46219,2024-04-19,"gbif"
"Impatiens noli-tangere",46.1554,8.83023,2024-04-25,"gbif"
"Impatiens noli-tangere",47.5908,9.13381,2024-04-24,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-05-11,"gbif"
"Impatiens noli-tangere",47.19708,7.99949,2024-05-11,"gbif"
"Impatiens noli-tangere",47.23944,8.39616,2024-05-02,"gbif"
"Impatiens noli-tangere",47.51073,8.20192,2024-05-10,"gbif"
"Impatiens noli-tangere",47.36786,8.9943,2024-05-20,"gbif"
"Impatiens noli-tangere",47.63762,9.00221,2024-05-20,"gbif"
"Impatiens noli-tangere",47.15211,7.99902,2024-05-26,"gbif"
"Impatiens noli-tangere",47.46428,8.40021,2024-05-27,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-05-25,"gbif"
"Impatiens noli-tangere",46.29756,6.88707,2024-05-25,"gbif"
"Impatiens noli-tangere",46.213585,9.043401,2024-05-08,"gbif"
"Impatiens noli-tangere",47.15241,7.93309,2024-05-25,"gbif"
"Impatiens noli-tangere",47.06348,7.3399,2024-05-14,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2024-05-09,"gbif"
"Impatiens noli-tangere",47.10849,7.40569,2024-05-30,"gbif"
"Impatiens noli-tangere",47.01843,7.60304,2024-05-17,"gbif"
"Impatiens noli-tangere",47.28759,7.00901,2024-05-30,"gbif"
"Impatiens noli-tangere",46.65626,8.18985,2024-05-29,"gbif"
"Impatiens noli-tangere",47.37435,8.39859,2024-05-16,"gbif"
"Impatiens noli-tangere",46.87648,8.71768,2024-05-29,"gbif"
"Impatiens noli-tangere",47.24319,7.66977,2024-05-08,"gbif"
"Impatiens noli-tangere",46.33447,8.89976,2024-05-20,"gbif"
"Impatiens noli-tangere",47.32104,9.12523,2024-05-16,"gbif"
"Impatiens noli-tangere",47.2433,7.27353,2024-05-31,"gbif"
"Impatiens noli-tangere",47.40895,9.26054,2024-05-02,"gbif"
"Impatiens noli-tangere",46.92803,7.79972,2024-05-13,"gbif"
"Impatiens noli-tangere",47.41282,8.99561,2024-05-14,"gbif"
