"species","latitude","longitude","date_obs","source"
"Impatiens noli-tangere",47.197502,8.78952,2024-06-24,"gbif"
"Impatiens noli-tangere",46.79072,6.62006,2024-06-03,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-06-04,"gbif"
"Impatiens noli-tangere",47.24318,7.20749,2024-06-06,"gbif"
"Impatiens noli-tangere",47.37435,8.39859,2024-06-07,"gbif"
"Impatiens noli-tangere",47.06348,7.3399,2024-06-10,"gbif"
"Impatiens noli-tangere",47.15211,7.99902,2024-06-09,"gbif"
"Impatiens noli-tangere",46.07346,7.08321,2024-06-11,"gbif"
"Impatiens noli-tangere",46.47825,7.08055,2024-06-08,"gbif"
"Impatiens noli-tangere",47.42122,8.13437,2024-06-16,"gbif"
"Impatiens noli-tangere",47.32688,8.66233,2024-06-15,"gbif"
"Impatiens noli-tangere",47.01843,7.27422,2024-06-18,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2024-06-26,"gbif"
"Impatiens noli-tangere",47.288,7.1412,2024-06-18,"gbif"
"Impatiens noli-tangere",46.97357,7.40578,2024-06-26,"gbif"
"Impatiens noli-tangere",46.92822,7.73407,2024-06-27,"gbif"
"Impatiens noli-tangere",47.0185,7.53728,2024-06-14,"gbif"
"Impatiens noli-tangere",46.56585,6.62347,2024-06-27,"gbif"
"Impatiens noli-tangere",46.92836,7.20885,2024-06-18,"gbif"
"Impatiens noli-tangere",46.38317,8.57606,2024-06-18,"gbif"
"Impatiens noli-tangere",46.61319,7.07965,2024-06-14,"gbif"
"Impatiens noli-tangere",46.70265,6.9483,2024-06-19,"gbif"
"Impatiens noli-tangere",47.10845,7.33982,2024-06-20,"gbif"
"Impatiens noli-tangere",46.88361,7.40583,2024-06-30,"gbif"
"Impatiens noli-tangere",47.60067,8.20321,2024-06-20,"gbif"
"Impatiens noli-tangere",46.79309,7.07845,2024-06-18,"gbif"
"Impatiens noli-tangere",46.79309,7.07845,2024-06-19,"gbif"
"Impatiens noli-tangere",46.77948,9.23926,2024-06-07,"gbif"
"Impatiens noli-tangere",46.78049,9.1738,2024-06-05,"gbif"
"Impatiens noli-tangere",46.77948,9.23926,2024-06-06,"gbif"
"Impatiens noli-tangere",46.77948,9.23926,2024-06-13,"gbif"
"Impatiens noli-tangere",47.3781,7.2069,2024-06-01,"gbif"
"Impatiens noli-tangere",46.73834,8.97614,2024-06-05,"gbif"
"Impatiens noli-tangere",47.447059,8.12136,2024-07-14,"gbif"
"Impatiens noli-tangere",47.16025,8.744384,2024-07-15,"gbif"
"Impatiens noli-tangere",46.918597,9.022989,2024-07-04,"gbif"
"Impatiens noli-tangere",46.521111,8.912778,2024-07-14,"gbif"
"Impatiens noli-tangere",47.423019,8.472447,2024-07-23,"gbif"
"Impatiens noli-tangere",46.990432,8.654456,2024-07-25,"gbif"
"Impatiens noli-tangere",47.018795,8.965887,2024-07-30,"gbif"
"Impatiens noli-tangere",46.873657,7.301433,2024-07-29,"gbif"
"Impatiens noli-tangere",47.404812,8.361379,2024-07-28,"gbif"
"Impatiens noli-tangere",47.496307,9.287659,2024-07-08,"gbif"
"Impatiens noli-tangere",47.107175,9.1335,2024-07-25,"gbif"
"Impatiens noli-tangere",47.030316,8.318973,2024-07-20,"gbif"
"Impatiens noli-tangere",47.46428,8.40021,2024-07-01,"gbif"
"Impatiens noli-tangere",47.28589,8.19871,2024-07-04,"gbif"
"Impatiens noli-tangere",46.88358,7.34024,2024-07-03,"gbif"
"Impatiens noli-tangere",47.46482,8.3339,2024-07-01,"gbif"
"Impatiens noli-tangere",46.77948,9.23926,2024-07-10,"gbif"
"Impatiens noli-tangere",47.23384,8.92435,2024-07-08,"gbif"
"Impatiens noli-tangere",46.70164,6.75217,2024-07-07,"gbif"
"Impatiens noli-tangere",46.83864,7.40586,2024-07-03,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-07-04,"gbif"
"Impatiens noli-tangere",47.10744,7.93268,2024-07-07,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-07-09,"gbif"
"Impatiens noli-tangere",47.24133,8.13203,2024-07-13,"gbif"
"Impatiens noli-tangere",46.92859,7.47146,2024-07-07,"gbif"
"Impatiens noli-tangere",47.09094,9.44734,2024-07-06,"gbif"
"Impatiens noli-tangere",47.28543,8.26479,2024-07-01,"gbif"
"Impatiens noli-tangere",46.79343,7.20943,2024-07-03,"gbif"
"Impatiens noli-tangere",47.00901,8.91813,2024-07-08,"gbif"
"Impatiens noli-tangere",47.28191,8.6613,2024-07-14,"gbif"
"Impatiens noli-tangere",46.29385,8.5093,2024-07-16,"gbif"
"Impatiens noli-tangere",46.69337,8.97486,2024-07-05,"gbif"
"Impatiens noli-tangere",47.05311,8.98516,2024-07-08,"gbif"
"Impatiens noli-tangere",46.83289,8.58556,2024-07-18,"gbif"
"Impatiens noli-tangere",46.74789,7.01332,2024-07-11,"gbif"
"Impatiens noli-tangere",46.90489,9.76863,2024-07-13,"gbif"
"Impatiens noli-tangere",47.0522,9.05096,2024-07-08,"gbif"
"Impatiens noli-tangere",46.47777,6.95034,2024-07-21,"gbif"
"Impatiens noli-tangere",47.37795,7.73656,2024-07-24,"gbif"
"Impatiens noli-tangere",47.33298,7.73631,2024-07-15,"gbif"
"Impatiens noli-tangere",47.33165,8.06705,2024-07-15,"gbif"
"Impatiens noli-tangere",46.78725,8.65008,2024-07-15,"gbif"
"Impatiens noli-tangere",47.46428,8.40021,2024-07-18,"gbif"
"Impatiens noli-tangere",47.0634,7.60318,2024-07-05,"gbif"
"Impatiens noli-tangere",47.41985,8.33314,2024-07-06,"gbif"
"Impatiens noli-tangere",46.83222,8.65109,2024-07-15,"gbif"
"Impatiens noli-tangere",46.15763,8.63609,2024-07-09,"gbif"
"Impatiens noli-tangere",47.04481,9.51143,2024-07-21,"gbif"
"Impatiens noli-tangere",47.41814,8.5319,2024-07-14,"gbif"
"Impatiens noli-tangere",47.68793,8.53747,2024-07-18,"gbif"
"Impatiens noli-tangere",46.77948,9.23926,2024-07-21,"gbif"
"Impatiens noli-tangere",46.74865,7.53679,2024-07-05,"gbif"
"Impatiens noli-tangere",46.83785,7.86466,2024-07-05,"gbif"
"Impatiens noli-tangere",46.8386,7.34032,2024-07-02,"gbif"
"Impatiens noli-tangere",47.0634,7.60318,2024-07-29,"gbif"
"Impatiens noli-tangere",46.56821,7.07995,2024-07-21,"gbif"
"Impatiens noli-tangere",46.47777,6.95034,2024-07-28,"gbif"
"Impatiens noli-tangere",47.04821,9.3141,2024-07-25,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2024-07-28,"gbif"
"Impatiens noli-tangere",46.83784,7.01261,2024-07-24,"gbif"
"Impatiens noli-tangere",46.88361,7.40583,2024-07-15,"gbif"
"Impatiens noli-tangere",47.37537,8.26619,2024-07-17,"gbif"
"Impatiens noli-tangere",46.90621,9.70304,2024-07-16,"gbif"
"Impatiens noli-tangere",47.37435,8.39859,2024-07-20,"gbif"
"Impatiens noli-tangere",46.3422,6.82167,2024-07-13,"gbif"
"Impatiens noli-tangere",46.32423,9.54888,2024-07-18,"gbif"
"Impatiens noli-tangere",46.32423,9.54888,2024-07-28,"gbif"
"Impatiens noli-tangere",46.34254,6.88661,2024-07-13,"gbif"
"Impatiens noli-tangere",46.96566,8.78552,2024-07-19,"gbif"
"Impatiens noli-tangere",47.33165,8.06705,2024-07-20,"gbif"
"Impatiens noli-tangere",46.38248,6.23624,2024-07-21,"gbif"
"Impatiens noli-tangere",47.46618,8.13496,2024-07-25,"gbif"
"Impatiens noli-tangere",47.18309,9.31883,2024-07-27,"gbif"
"Impatiens noli-tangere",46.74865,7.53679,2024-07-24,"gbif"
"Impatiens noli-tangere",46.5684,7.73211,2024-07-25,"gbif"
"Impatiens noli-tangere",47.23384,8.92435,2024-07-28,"gbif"
"Impatiens noli-tangere",46.97357,7.47149,2024-07-28,"gbif"
"Impatiens noli-tangere",46.56585,6.62347,2024-07-28,"gbif"
"Impatiens noli-tangere",46.83222,8.65109,2024-07-29,"gbif"
"Impatiens noli-tangere",47.14769,8.59231,2024-07-28,"gbif"
"Impatiens noli-tangere",47.23467,8.85834,2024-07-11,"gbif"
"Impatiens noli-tangere",47.28589,8.19871,2024-07-06,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2024-07-16,"gbif"
"Impatiens noli-tangere",46.871094,7.698342,2024-07-30,"gbif"
"Impatiens noli-tangere",46.869992,7.69947,2024-07-30,"gbif"
"Impatiens noli-tangere",47.076121,8.302132,2024-07-13,"gbif"
"Impatiens noli-tangere",46.65768,6.94871,2024-07-08,"gbif"
"Impatiens noli-tangere",46.5663,6.68868,2024-07-02,"gbif"
"Impatiens noli-tangere",46.5663,6.68868,2024-07-03,"gbif"
"Impatiens noli-tangere",46.65794,7.01403,2024-07-08,"gbif"
"Impatiens noli-tangere",46.5663,6.68868,2024-07-23,"gbif"
"Impatiens noli-tangere",46.83864,7.47141,2024-07-05,"gbif"
"Impatiens noli-tangere",46.56585,6.62347,2024-07-23,"gbif"
"Impatiens noli-tangere",47.23888,8.46219,2024-07-25,"gbif"
"Impatiens noli-tangere",47.60021,8.26969,2024-07-25,"gbif"
"Impatiens noli-tangere",46.33447,8.89976,2024-07-23,"gbif"
"Impatiens noli-tangere",47.5908,9.13381,2024-07-23,"gbif"
"Impatiens noli-tangere",46.675003,7.470604,2024-08-04,"gbif"
"Impatiens noli-tangere",47.159232,7.007001,2024-08-05,"gbif"
"Impatiens noli-tangere",47.384927,8.442049,2024-08-09,"gbif"
"Impatiens noli-tangere",47.149917,8.659194,2024-08-23,"gbif"
"Impatiens noli-tangere",46.922486,7.447658,2024-08-25,"gbif"
"Impatiens noli-tangere",47.27628,9.460597,2024-08-11,"gbif"
"Impatiens noli-tangere",47.447845,8.863181,2024-08-05,"gbif"
"Impatiens noli-tangere",46.88361,7.40583,2024-08-02,"gbif"
"Impatiens noli-tangere",46.16263,6.88844,2024-08-06,"gbif"
"Impatiens noli-tangere",47.01278,8.58941,2024-08-13,"gbif"
"Impatiens noli-tangere",47.27881,8.92561,2024-08-13,"gbif"
"Impatiens noli-tangere",47.0121,8.65515,2024-08-14,"gbif"
"Impatiens noli-tangere",46.83289,8.58556,2024-08-07,"gbif"
"Impatiens noli-tangere",47.33332,7.53785,2024-08-11,"gbif"
"Impatiens noli-tangere",47.10453,8.39375,2024-08-02,"gbif"
"Impatiens noli-tangere",46.33272,9.02961,2024-08-12,"gbif"
"Impatiens noli-tangere",47.37795,7.14069,2024-08-15,"gbif"
"Impatiens noli-tangere",46.70367,7.34057,2024-08-07,"gbif"
"Impatiens noli-tangere",46.92859,7.40581,2024-08-09,"gbif"
"Impatiens noli-tangere",46.78792,8.5846,2024-08-07,"gbif"
"Impatiens noli-tangere",46.97357,7.40578,2024-08-10,"gbif"
"Impatiens noli-tangere",47.0121,8.65515,2024-08-16,"gbif"
"Impatiens noli-tangere",47.36873,8.92811,2024-08-20,"gbif"
"Impatiens noli-tangere",47.0185,7.53728,2024-08-21,"gbif"
"Impatiens noli-tangere",47.28733,7.93434,2024-08-11,"gbif"
"Impatiens noli-tangere",46.73237,9.36855,2024-08-08,"gbif"
"Impatiens noli-tangere",46.38104,8.77101,2024-08-16,"gbif"
"Impatiens noli-tangere",46.61319,7.07965,2024-08-19,"gbif"
"Impatiens noli-tangere",46.51807,6.29839,2024-08-31,"gbif"
"Impatiens noli-tangere",46.65873,7.4713,2024-08-04,"gbif"
"Impatiens noli-tangere",46.16263,6.88844,2024-08-28,"gbif"
"Impatiens noli-tangere",46.16229,6.82371,2024-08-13,"gbif"
"Impatiens noli-tangere",46.61127,6.68805,2024-08-28,"gbif"
"Impatiens noli-tangere",47.10397,8.45962,2024-08-18,"gbif"
"Impatiens noli-tangere",46.56855,7.21038,2024-08-17,"gbif"
"Impatiens noli-tangere",46.96962,8.39135,2024-08-23,"gbif"
"Impatiens noli-tangere",47.28324,8.52914,2024-08-26,"gbif"
"Impatiens noli-tangere",47.01606,8.19489,2024-08-31,"gbif"
"Impatiens noli-tangere",46.74865,7.34049,2024-08-04,"gbif"
"Impatiens noli-tangere",47.00814,8.98387,2024-08-04,"gbif"
"Impatiens noli-tangere",47.14769,8.59231,2024-08-01,"gbif"
"Impatiens noli-tangere",46.88067,6.61869,2024-08-31,"gbif"
"Impatiens noli-tangere",47.01843,7.27422,2024-08-12,"gbif"
"Impatiens noli-tangere",46.56798,7.01474,2024-08-11,"gbif"
"Impatiens noli-tangere",46.9111,9.44062,2024-08-11,"gbif"
"Impatiens noli-tangere",47.19708,7.99949,2024-08-04,"gbif"
"Impatiens noli-tangere",47.14701,8.65822,2024-08-15,"gbif"
"Impatiens noli-tangere",47.01459,8.39215,2024-08-10,"gbif"
"Impatiens noli-tangere",46.33529,8.83484,2024-08-12,"gbif"
"Impatiens noli-tangere",46.33607,8.76991,2024-08-14,"gbif"
"Impatiens noli-tangere",47.19595,8.19743,2024-08-20,"gbif"
"Impatiens noli-tangere",47.31573,9.45581,2024-08-28,"gbif"
"Impatiens noli-tangere",47.19708,7.99949,2024-08-22,"gbif"
"Impatiens noli-tangere",46.15192,9.08906,2024-08-11,"gbif"
"Impatiens noli-tangere",46.70236,7.99435,2024-08-22,"gbif"
"Impatiens noli-tangere",47.3781,7.2069,2024-08-08,"gbif"
"Impatiens noli-tangere",47.50978,8.33465,2024-08-06,"gbif"
"Impatiens noli-tangere",47.2433,7.27353,2024-08-12,"gbif"
"Impatiens noli-tangere",47.28759,7.00901,2024-08-14,"gbif"
"Impatiens noli-tangere",46.73834,8.97614,2024-08-12,"gbif"
"Impatiens noli-tangere",47.06246,6.945,2024-08-27,"gbif"
"Impatiens noli-tangere",47.32104,9.12523,2024-08-16,"gbif"
"Impatiens noli-tangere",47.23384,8.92435,2024-08-09,"gbif"
"Impatiens noli-tangere",47.01843,7.60304,2024-08-30,"gbif"
"Impatiens noli-tangere",47.40895,9.26054,2024-08-04,"gbif"
"Impatiens noli-tangere",47.00532,9.18107,2024-08-28,"gbif"
"Impatiens noli-tangere",46.69423,8.9095,2024-08-12,"gbif"
"Impatiens noli-tangere",47.06348,7.3399,2024-08-02,"gbif"
"Impatiens noli-tangere",47.37435,8.39859,2024-08-20,"gbif"
"Impatiens noli-tangere",47.10849,7.40569,2024-08-27,"gbif"
"Impatiens noli-tangere",46.56585,6.62347,2024-08-11,"gbif"
"Impatiens noli-tangere",47.106,8.19615,2024-08-04,"gbif"
"Impatiens noli-tangere",47.50183,9.06459,2024-08-30,"gbif"
"Impatiens noli-tangere",47.24319,7.66977,2024-08-08,"gbif"
"Impatiens noli-tangere",46.427656,6.96099,2024-08-12,"gbif"
"Impatiens noli-tangere",46.596795,7.702947,2024-09-01,"gbif"
"Impatiens noli-tangere",46.971722,8.012081,2024-09-05,"gbif"
"Impatiens noli-tangere",46.65862,7.60195,2024-09-01,"gbif"
"Impatiens noli-tangere",46.8835,7.27464,2024-09-02,"gbif"
"Impatiens noli-tangere",46.56304,6.29744,2024-09-01,"gbif"
"Impatiens noli-tangere",46.92855,7.34015,2024-09-04,"gbif"
"Impatiens noli-tangere",46.52132,6.6893,2024-09-01,"gbif"
"Impatiens noli-tangere",47.42292,7.73681,2024-09-12,"gbif"
"Impatiens noli-tangere",46.51807,6.29839,2024-09-01,"gbif"
"Impatiens noli-tangere",46.92855,7.34015,2024-09-05,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-09-21,"gbif"
"Impatiens noli-tangere",46.43279,6.95074,2024-09-21,"gbif"
"Impatiens noli-tangere",46.51807,6.29839,2024-09-25,"gbif"
"Impatiens noli-tangere",47.37253,8.59717,2024-09-05,"gbif"
"Impatiens noli-tangere",46.61169,6.75332,2024-09-24,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2024-09-06,"gbif"
"Impatiens noli-tangere",47.06348,7.53736,2024-09-19,"gbif"
"Impatiens noli-tangere",47.24284,7.07541,2024-09-24,"gbif"
"Impatiens noli-tangere",46.79362,7.53687,2024-09-25,"gbif"
"Impatiens noli-tangere",47.42319,7.60428,2024-09-14,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-09-07,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-09-25,"gbif"
"Impatiens noli-tangere",46.73834,8.97614,2024-09-29,"gbif"
"Impatiens noli-tangere",47.27794,8.99168,2024-09-10,"gbif"
"Impatiens noli-tangere",46.97319,7.73432,2024-09-22,"gbif"
"Impatiens noli-tangere",47.3254,8.7946,2024-09-05,"gbif"
"Impatiens noli-tangere",46.78049,9.1738,2024-09-01,"gbif"
"Impatiens noli-tangere",46.88358,7.34024,2024-09-15,"gbif"
"Impatiens noli-tangere",47.19447,8.39536,2024-09-19,"gbif"
"Impatiens noli-tangere",47.28816,7.20729,2024-09-22,"gbif"
"Impatiens noli-tangere",47.51073,8.20192,2024-09-20,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-09-02,"gbif"
"Impatiens noli-tangere",46.97013,6.55161,2024-09-07,"gbif"
"Impatiens noli-tangere",46.16319,7.01789,2024-09-24,"gbif"
"Impatiens noli-tangere",47.039908,9.380009,2024-09-03,"gbif"
"Impatiens noli-tangere",47.089536,7.389053,2024-09-10,"gbif"
"Impatiens noli-tangere",47.15052,8.26271,2024-09-25,"gbif"
"Impatiens noli-tangere",46.92803,7.79972,2024-09-17,"gbif"
"Impatiens noli-tangere",47.41282,8.99561,2024-09-02,"gbif"
"Impatiens noli-tangere",47.5565,8.06971,2024-10-07,"gbif"
"Impatiens noli-tangere",47.42224,7.93559,2024-10-06,"gbif"
"Impatiens noli-tangere",47.1077,7.8668,2024-10-19,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2024-10-11,"gbif"
"Impatiens noli-tangere",46.8835,7.60263,2024-10-20,"gbif"
"Impatiens noli-tangere",47.19765,7.86752,2024-10-02,"gbif"
"Impatiens noli-tangere",47.01561,8.26064,2024-10-03,"gbif"
"Impatiens noli-tangere",47.15241,7.93309,2024-10-16,"gbif"
"Impatiens noli-tangere",46.604683,6.701747,2023-04-26,"gbif"
"Impatiens noli-tangere",47.06246,7.93226,2023-05-29,"gbif"
"Impatiens noli-tangere",46.83852,7.27478,2023-05-27,"gbif"
"Impatiens noli-tangere",46.88339,7.20904,2023-05-10,"gbif"
"Impatiens noli-tangere",47.31903,9.25747,2023-05-21,"gbif"
"Impatiens noli-tangere",46.65666,6.75274,2023-05-12,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2023-05-19,"gbif"
"Impatiens noli-tangere",47.36786,8.9943,2023-05-28,"gbif"
"Impatiens noli-tangere",47.06314,7.73481,2023-05-26,"gbif"
"Impatiens noli-tangere",46.28682,9.09315,2023-05-15,"gbif"
"Impatiens noli-tangere",47.19765,7.86752,2023-05-17,"gbif"
"Impatiens noli-tangere",46.74857,7.60222,2023-05-22,"gbif"
"Impatiens noli-tangere",46.82001,9.50277,2023-05-30,"gbif"
"Impatiens noli-tangere",47.46577,8.20127,2023-05-05,"gbif"
"Impatiens noli-tangere",46.8835,7.27464,2023-05-27,"gbif"
"Impatiens noli-tangere",47.7335,8.47176,2023-05-14,"gbif"
"Impatiens noli-tangere",46.88358,7.53703,2023-05-19,"gbif"
"Impatiens noli-tangere",47.45592,9.12951,2023-05-23,"gbif"
"Impatiens noli-tangere",47.42194,8.00185,2023-05-13,"gbif"
"Impatiens noli-tangere",47.19765,7.86752,2023-05-15,"gbif"
"Impatiens noli-tangere",47.1068,8.06442,2023-05-15,"gbif"
"Impatiens noli-tangere",47.63576,9.13524,2023-05-18,"gbif"
"Impatiens noli-tangere",47.15309,7.73531,2023-05-16,"gbif"
"Impatiens noli-tangere",47.14833,8.52639,2023-05-26,"gbif"
"Impatiens noli-tangere",47.4137,8.92937,2023-05-24,"gbif"
"Impatiens noli-tangere",47.28827,7.27339,2023-05-20,"gbif"
"Impatiens noli-tangere",47.06216,7.99808,2023-05-22,"gbif"
"Impatiens noli-tangere",47.19595,8.19743,2023-05-15,"gbif"
"Impatiens noli-tangere",47.63762,9.00221,2023-05-25,"gbif"
"Impatiens noli-tangere",47.58878,9.26672,2023-05-24,"gbif"
"Impatiens noli-tangere",47.24338,7.53769,2023-05-05,"gbif"
"Impatiens noli-tangere",47.28668,8.06652,2023-05-23,"gbif"
"Impatiens noli-tangere",47.41932,8.3994,2023-05-11,"gbif"
"Impatiens noli-tangere",47.14391,8.92186,2023-05-03,"gbif"
"Impatiens noli-tangere",47.46482,8.3339,2023-05-08,"gbif"
"Impatiens noli-tangere",47.40998,9.19431,2023-05-24,"gbif"
"Impatiens noli-tangere",47.37776,7.80276,2023-05-24,"gbif"
"Impatiens noli-tangere",47.24205,7.99996,2023-05-16,"gbif"
"Impatiens noli-tangere",47.54771,8.99956,2023-05-24,"gbif"
"Impatiens noli-tangere",47.15267,7.86716,2023-06-03,"gbif"
"Impatiens noli-tangere",47.18415,9.25288,2023-06-12,"gbif"
"Impatiens noli-tangere",47.41985,8.33314,2023-06-14,"gbif"
"Impatiens noli-tangere",46.79355,7.60236,2023-06-19,"gbif"
"Impatiens noli-tangere",47.24236,7.93392,2023-06-04,"gbif"
"Impatiens noli-tangere",47.106,8.19615,2023-06-07,"gbif"
"Impatiens noli-tangere",47.28702,8.00043,2023-06-29,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2023-06-23,"gbif"
"Impatiens noli-tangere",45.928,9.01784,2023-06-10,"gbif"
"Impatiens noli-tangere",46.92517,8.32491,2023-06-26,"gbif"
"Impatiens noli-tangere",47.23013,9.1884,2023-06-13,"gbif"
"Impatiens noli-tangere",47.18415,9.25288,2023-06-04,"gbif"
"Impatiens noli-tangere",46.79362,7.53687,2023-06-12,"gbif"
"Impatiens noli-tangere",47.22695,9.38641,2023-06-14,"gbif"
"Impatiens noli-tangere",46.7392,8.91073,2023-06-02,"gbif"
"Impatiens noli-tangere",47.06314,7.73481,2023-06-13,"gbif"
"Impatiens noli-tangere",46.65581,8.25517,2023-06-20,"gbif"
"Impatiens noli-tangere",47.19765,7.86752,2023-06-03,"gbif"
"Impatiens noli-tangere",46.83807,7.07815,2023-06-03,"gbif"
"Impatiens noli-tangere",46.56671,6.75389,2023-06-12,"gbif"
"Impatiens noli-tangere",47.42251,7.86933,2023-06-25,"gbif"
"Impatiens noli-tangere",47.195,8.32938,2023-06-15,"gbif"
"Impatiens noli-tangere",46.47803,7.01544,2023-06-18,"gbif"
"Impatiens noli-tangere",46.88339,7.20904,2023-06-21,"gbif"
"Impatiens noli-tangere",47.42292,7.73681,2023-06-28,"gbif"
"Impatiens noli-tangere",46.69423,8.9095,2023-06-02,"gbif"
"Impatiens noli-tangere",47.55612,8.13614,2023-06-04,"gbif"
"Impatiens noli-tangere",47.19765,7.86752,2023-06-04,"gbif"
"Impatiens noli-tangere",47.10714,7.99855,2023-06-26,"gbif"
"Impatiens noli-tangere",47.37583,8.19999,2023-06-29,"gbif"
"Impatiens noli-tangere",46.65666,6.75274,2023-06-09,"gbif"
"Impatiens noli-tangere",46.42266,9.03224,2023-06-22,"gbif"
"Impatiens noli-tangere",47.37488,8.33239,2023-06-29,"gbif"
"Impatiens noli-tangere",46.73834,8.97614,2023-06-07,"gbif"
"Impatiens noli-tangere",46.73834,8.97614,2023-06-06,"gbif"
"Impatiens noli-tangere",47.04926,9.24832,2023-06-22,"gbif"
"Impatiens noli-tangere",47.01606,8.19489,2023-06-07,"gbif"
"Impatiens noli-tangere",46.87648,8.71768,2023-06-05,"gbif"
"Impatiens noli-tangere",47.09423,9.24984,2023-06-04,"gbif"
"Impatiens noli-tangere",46.33607,8.76991,2023-06-06,"gbif"
"Impatiens noli-tangere",46.35849,8.793272,2023-07-15,"gbif"
"Impatiens noli-tangere",46.304657,9.118426,2023-07-30,"gbif"
"Impatiens noli-tangere",47.017578,6.835847,2023-07-30,"gbif"
"Impatiens noli-tangere",46.52368,7.60154,2023-07-18,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2023-07-07,"gbif"
"Impatiens noli-tangere",47.18415,9.25288,2023-07-17,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2023-07-16,"gbif"
"Impatiens noli-tangere",46.29834,7.08174,2023-07-15,"gbif"
"Impatiens noli-tangere",46.97251,7.93144,2023-07-01,"gbif"
"Impatiens noli-tangere",46.88339,7.20904,2023-07-17,"gbif"
"Impatiens noli-tangere",46.07323,7.01859,2023-07-08,"gbif"
"Impatiens noli-tangere",46.11821,7.01824,2023-07-23,"gbif"
"Impatiens noli-tangere",46.74868,7.47135,2023-07-18,"gbif"
"Impatiens noli-tangere",47.09623,9.11815,2023-07-22,"gbif"
"Impatiens noli-tangere",46.25337,7.08203,2023-07-15,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2023-07-09,"gbif"
"Impatiens noli-tangere",46.56855,7.21038,2023-07-21,"gbif"
"Impatiens noli-tangere",46.70367,7.53671,2023-07-11,"gbif"
"Impatiens noli-tangere",47.5565,8.06971,2023-07-20,"gbif"
"Impatiens noli-tangere",47.06352,7.40572,2023-07-20,"gbif"
"Impatiens noli-tangere",47.1905,8.79118,2023-07-10,"gbif"
"Impatiens noli-tangere",47.45493,9.1958,2023-07-04,"gbif"
"Impatiens noli-tangere",47.0185,7.53728,2023-07-23,"gbif"
"Impatiens noli-tangere",47.32821,8.53006,2023-07-06,"gbif"
"Impatiens noli-tangere",46.87324,8.97999,2023-07-18,"gbif"
"Impatiens noli-tangere",46.61127,6.68805,2023-07-14,"gbif"
"Impatiens noli-tangere",47.00102,9.44397,2023-07-16,"gbif"
"Impatiens noli-tangere",46.79159,6.75102,2023-07-11,"gbif"
"Impatiens noli-tangere",47.10679,6.81284,2023-07-09,"gbif"
"Impatiens noli-tangere",47.18415,9.25288,2023-07-13,"gbif"
"Impatiens noli-tangere",46.8386,7.34032,2023-07-08,"gbif"
"Impatiens noli-tangere",46.38317,8.57606,2023-07-22,"gbif"
"Impatiens noli-tangere",46.79362,7.53687,2023-07-01,"gbif"
"Impatiens noli-tangere",46.90993,9.50623,2023-07-03,"gbif"
"Impatiens noli-tangere",47.33165,8.06705,2023-07-19,"gbif"
"Impatiens noli-tangere",47.01646,6.74814,2023-07-20,"gbif"
"Impatiens noli-tangere",47.01646,6.74814,2023-07-17,"gbif"
"Impatiens noli-tangere",46.69337,8.97486,2023-07-09,"gbif"
"Impatiens noli-tangere",46.73744,9.04154,2023-07-07,"gbif"
"Impatiens noli-tangere",47.18309,9.31883,2023-07-12,"gbif"
"Impatiens noli-tangere",47.19391,8.46133,2023-07-03,"gbif"
"Impatiens noli-tangere",46.79329,7.73333,2023-07-03,"gbif"
"Impatiens noli-tangere",47.51301,7.67094,2023-07-11,"gbif"
"Impatiens noli-tangere",47.23013,9.1884,2023-07-11,"gbif"
"Impatiens noli-tangere",46.83808,7.79912,2023-07-06,"gbif"
"Impatiens noli-tangere",47.22695,9.38641,2023-07-14,"gbif"
"Impatiens noli-tangere",46.52323,7.08025,2023-07-20,"gbif"
"Impatiens noli-tangere",47.51028,8.26829,2023-07-14,"gbif"
"Impatiens noli-tangere",47.46804,7.67074,2023-07-22,"gbif"
"Impatiens noli-tangere",47.01843,7.60304,2023-07-27,"gbif"
"Impatiens noli-tangere",46.83864,7.47141,2023-07-27,"gbif"
"Impatiens noli-tangere",46.7036,7.60208,2023-07-31,"gbif"
"Impatiens noli-tangere",47.09524,9.184,2023-07-08,"gbif"
"Impatiens noli-tangere",47.09317,9.31567,2023-07-08,"gbif"
"Impatiens noli-tangere",46.3838,8.51107,2023-07-05,"gbif"
"Impatiens noli-tangere",46.96566,8.78552,2023-07-26,"gbif"
"Impatiens noli-tangere",47.51073,8.20192,2023-07-20,"gbif"
